-1.000000000139777967e-06  -4.124585893747134691e-02  -8.227316927514527478e-02  -1.230835254303341841e-01  -1.636775218203467830e-01
-2.040557528624984407e-01  -2.442188129741005298e-01  -2.841672965724648670e-01  -3.239017980749059333e-01  -3.634229118987355456e-01
-4.027312324612646321e-01  -4.418273541798050097e-01  -4.807118714716711594e-01  -5.193853787541748979e-01  -5.578484704446293740e-01
-5.961017409603432959e-01  -6.341457847186324770e-01  -6.719811961368091779e-01  -7.096085696321838832e-01  -7.470284996220706297e-01
-7.842415805237825666e-01  -8.212484067546279576e-01  -8.580495727319235044e-01  -8.946456728729801355e-01  -9.310373015951096676e-01
-9.672250533156256935e-01  -1.003209522451839586e+00  -1.038991303421063161e+00  -1.074570990640609569e+00  -1.109949178527790181e+00
-1.145126461499919923e+00  -1.180103433974310612e+00  -1.214880690368270955e+00  -1.249458825099116766e+00  -1.283838432584159861e+00
-1.318020107240712058e+00  -1.352004443486086060e+00  -1.385792035737595462e+00  -1.419383478412550303e+00  -1.452779365928263289e+00
-1.485980292702048011e+00  -1.518986853151216287e+00  -1.551799641693082155e+00  -1.584419252744953877e+00  -1.616846280724147267e+00
-1.649081320047973698e+00  -1.681124965133744542e+00  -1.712977810398775169e+00  -1.744640450260375175e+00  -1.776113479135856821e+00
-1.807397491442533255e+00  -1.838493081597718071e+00  -1.869400844018723085e+00  -1.900121373122857449e+00  -1.930655263327438753e+00
-1.961003109049776594e+00  -1.991165504707181455e+00  -2.021143044716970039e+00  -2.050936323496451053e+00  -2.080545935462939422e+00
-2.109972475033744743e+00  -2.139216536626182386e+00  -2.168278714657563278e+00  -2.197159603545198792e+00  -2.225859797706402965e+00
-2.254379891558488502e+00  -2.282720479518765888e+00  -2.310882156004547383e+00  -2.338865515433147912e+00  -2.366671152221878849e+00
-2.394299660788050232e+00  -2.421751635548977433e+00  -2.449027670921970934e+00  -2.476128361324344773e+00  -2.503054301173409435e+00
-2.529806084886477180e+00  -2.556384306880864710e+00  -2.582789561573878068e+00  -2.609022443382833067e+00  -2.635083546725042858e+00
-2.660973466017817035e+00  -2.686692795678470524e+00  -2.712242130124315587e+00  -2.737622063772662706e+00  -2.762833191040823699e+00
-2.787876106346114380e+00  -2.812751404105845232e+00  -2.837459678737328517e+00  -2.862001524657876494e+00  -2.886377536284800982e+00
-2.910588308035416016e+00  -2.934634434327032082e+00  -2.958516509576962772e+00  -2.982235128202521235e+00  -3.005790884621017067e+00
-3.029184373249766082e+00  -3.052416188506078765e+00  -3.075486924807266043e+00  -3.098397176570643285e+00  -3.121147538213520978e+00
-3.143738604153211824e+00  -3.166170968807029418e+00  -3.188445226592282911e+00  -3.210561971926289004e+00  -3.232521799226357295e+00
-3.254325302909799156e+00  -3.275973077393929955e+00  -3.297465717096060622e+00  -3.318803816433502973e+00  -3.339987969823569713e+00
-3.361018771683574435e+00  -3.381896816430828512e+00  -3.402622698482643315e+00  -3.423197012256333771e+00  -3.443620352169209031e+00
-3.463893312638584909e+00  -3.484016488081770113e+00  -3.503990472916079568e+00  -3.523815861558825535e+00  -3.543493248427318054e+00
-3.563023227938873383e+00  -3.582406394510800229e+00  -3.601643342560412631e+00  -3.620734666505023291e+00  -3.639680960761944473e+00
-3.658482819748487991e+00  -3.677140837881965663e+00  -3.695655609579691081e+00  -3.714027729258976507e+00  -3.732257791337131980e+00
-3.750346390231474203e+00  -3.768294120359311439e+00  -3.786101576137959945e+00  -3.803769351984727543e+00  -3.821298042316929600e+00
