0.000000000000000000e+00  9.740134614906208910e+00  1.926038937357514058e+01  2.856446419093751743e+01  3.765600381003107344e+01
4.653859857210882467e+01  5.521578517643625617e+01  6.369104742991076051e+01  7.196781698663674831e+01  8.004947407758565703e+01
8.793934823047182192e+01  9.564071897997041560e+01  1.031568165684036700e+02  1.104908226370203295e+02  1.176458709079886660e+02
1.246250478572275995e+02  1.314313933781925243e+02  1.380679014367352408e+02  1.445375207171549334e+02  1.508431552595529297e+02
1.569876650886077982e+02  1.629738668338805780e+02  1.688045343417634570e+02  1.744823992791761214e+02  1.800101517291237485e+02
1.853904407782193573e+02  1.906258750962765589e+02  1.957190235080755940e+02  2.006724155574081010e+02  2.054885420634965101e+02
2.101698556698944458e+02  2.147187713859601672e+02  2.191376671210051654e+02  2.234288842112123916e+02  2.275947279394168277e+02
2.316374680478468235e+02  2.355593392439121772e+02  2.393625416991376653e+02  2.430492415413240508e+02  2.466215713400327161e+02
2.500816305854772565e+02  2.534314861609086051e+02  2.566731728085835016e+02  2.598086935893937266e+02  2.628400203362473917e+02
2.657690941012770622e+02  2.685978255969623092e+02  2.713280956312412400e+02  2.739617555366946249e+02  2.765006275938792442e+02
2.789465054488843521e+02  2.813011545251948178e+02  2.835663124299265405e+02  2.857436893545177554e+02  2.878349684699413160e+02
2.898418063165163403e+02  2.917658331883877167e+02  2.936086535127422508e+02  2.953718462238362576e+02  2.970569651318965612e+02
2.986655392869693628e+02  3.001990733377772358e+02  3.016590478856556388e+02  3.030469198336321597e+02  3.043641227307100507e+02
3.056120671114256879e+02  3.067921408307350930e+02  3.079057093942994356e+02  3.089541162842220956e+02  3.099386832803048719e+02
3.108607107768796709e+02  3.117214780952716069e+02  3.125222437919588288e+02  3.132642459624765934e+02  3.139487025411330592e+02
3.145768115965805691e+02  3.151497516233097258e+02  3.156686818291088912e+02  3.161347424185516388e+02  3.165490548725618964e+02
3.169127222241053801e+02  3.172268293300667210e+02  3.174924431393541795e+02  3.177106129572913460e+02  3.178823707063359052e+02
3.180087311831825332e+02  3.180906923122946637e+02  3.181292353959098591e+02  3.181253253605736973e+02  3.180799110002389511e+02
3.179939252159852572e+02  3.178682852523958218e+02  3.177038929306431214e+02  3.175016348783235571e+02  3.172623827560851737e+02
3.169869934810909626e+02  3.166763094473634510e+02  3.163311587430464442e+02  3.159523553646322398e+02  3.155406994281860307e+02
3.150969773776216698e+02  3.146219621900474976e+02  3.141164135782480571e+02  3.135810781903117004e+02  3.130166898064699694e+02
3.124239695331597204e+02  3.118036259943721120e+02  3.111563555202976659e+02  3.104828423333292449e+02  3.097837587314384677e+02
3.090597652689739903e+02  3.083115109349078580e+02  3.075396333285722221e+02  3.067447588329110886e+02  3.059275027852906987e+02
3.050884696458904273e+02  3.042282531637206375e+02  3.033474365402815351e+02  3.024465925909165094e+02  3.015262839038673519e+02
3.005870629970874006e+02  2.996294724728174970e+02  2.986540451699793834e+02  2.976613043143954656e+02  2.966517636668793330e+02
2.956259276692157982e+02  2.945842915880667761e+02  2.935273416568237508e+02  2.924555552154430416e+02  2.913694008482803497e+02
2.902693385199672775e+02  2.891558197093355602e+02  2.880292875414397713e+02  2.868901769176790140e+02  2.857389146440696095e+02
2.845759195576668503e+02  2.834016026511878863e+02  2.822163671958353461e+02  2.810206088623677374e+02  2.798147158404236734e+02
2.785990689561353975e+02  2.773740417880470659e+02  2.761400007813676893e+02  2.748973053605741939e+02  2.736463080403950130e+02
2.723873545351875691e+02  2.711207838667435794e+02  2.698469284705263931e+02  2.685661143003836173e+02  2.672786609317324746e+02
2.659848816632621720e+02  2.646850836171505534e+02  2.633795678378376692e+02  2.620686293893564311e+02  2.607525574512553703e+02
2.594316354131232742e+02  2.581061409677377583e+02  2.567763462028601111e+02  2.554425176916885505e+02  2.541049165819947859e+02
2.527637986839563382e+02  2.514194145567076362e+02  2.500720095936244434e+02  2.487218241063584685e+02  2.473690934076439589e+02
2.460140478928863672e+02  2.446569131205572205e+02  2.432979098914047711e+02  2.419372543265026820e+02  2.405751579441504191e+02
2.392118277356376268e+02  2.378474662398969599e+02  2.364822716170506283e+02  2.351164377208751830e+02  2.337501541701911663e+02
2.323836064192000208e+02  2.310169758267785198e+02  2.296504397247444729e+02  2.282841714851131485e+02  2.269183405863512917e+02
2.255531126786499954e+02  2.241886496482235600e+02  2.228251096806527869e+02  2.214626473232842159e+02  2.201014135466965627e+02
2.187415558052518918e+02  2.173832180967390286e+02  2.160265410211270591e+02  2.146716618384361084e+02  2.133187145257435589e+02
2.119678298333317343e+02  2.106191353399937611e+02  2.092727555075085490e+02  2.079288117342925659e+02  2.065874224082471926e+02
2.052487029588049268e+02  2.039127659081931370e+02  2.025797209219200852e+02  2.012496748584984516e+02  1.999227318184158833e+02
1.985989931923610925e+02  1.972785577087201716e+02  1.959615214803485514e+02  1.946479780506340376e+02  1.933380184388553573e+02
1.920317311848509689e+02  1.907292023930059202e+02  1.894305157755648281e+02  1.881357526952844523e+02  1.868449922074299820e+02
1.855583111011307551e+02  1.842757839400975115e+02  1.829974831027161031e+02  1.817234788215236847e+02  1.804538392220751462e+02
1.791886303612124038e+02  1.779279162647401051e+02  1.766717589645207624e+02  1.754202185349936087e+02  1.741733531291291968e+02
1.729312190138240055e+02  1.716938706047462802e+02  1.704613605006396995e+02  1.692337395170906973e+02  1.680110567197716023e+02
1.667933594571620404e+02  1.655806933927604518e+02  1.643731025367893324e+02  1.631706292774042879e+02  1.619733144114135257e+02
1.607811971745117887e+02  1.595943152710415802e+02  1.584127049032817354e+02  1.572364008002763569e+02  1.560654362462056213e+02
